Price,Close,Close,High,High,Low,Low,Open,Open,Volume,Volume
Ticker,AAPL,TSLA,AAPL,TSLA,AAPL,TSLA,AAPL,TSLA,AAPL,TSLA
Date,,,,,,,,,,
2019-02-19,40.94519805908203,20.375999450683594,41.06736767097215,20.769332885742188,40.60025824207381,20.364667892456055,40.652958142272226,20.437332153320312,75891200,62526000
2019-02-20,41.20869064331055,20.17066764831543,41.51770397489298,20.420000076293945,40.95956687476161,19.933332443237305,41.00747487004267,20.29400062561035,104457600,107131500
2019-02-21,40.97633361816406,19.415332794189453,41.290135195189876,20.215999603271484,40.79428177141705,19.366666793823242,41.153597223916066,20.12066650390625,68998800,133638000
2019-02-22,41.433868408203125,19.6473331451416,41.44105442580746,19.766666412353516,41.05299485458833,19.47333335876465,41.10090285699931,19.632667541503906,75652800,86109000
2019-02-25,41.735687255859375,19.917999267578125,42.12853867814377,20.19333267211914,41.66861532926052,19.799999237060547,41.71892110178259,19.860666275024414,87493600,99397500
2019-02-26,41.759639739990234,19.857332229614258,41.99199734395085,20.134000778198242,41.481768263377155,19.251333236694336,41.6111238651416,19.481332778930664,68280800,128737500
2019-02-27,41.88898468017578,20.982667922973633,41.920126515233484,21.086666107177734,41.3763615649953,20.036666870117188,41.49134511514145,20.118667602539062,111341600,167758500
2019-02-28,41.47698211669922,21.325332641601562,41.89858128590096,21.333332061767578,41.42188809986802,20.720666885375977,41.75725140765541,21.261333465576172,112861600,157810500
2019-03-01,41.91294479370117,19.652666091918945,41.956060888063966,20.475332260131836,41.4146936574631,19.459999084472656,41.74765912168646,20.46266746520996,103544800,343671000
2019-03-04,42.12375259399414,19.02400016784668,42.57888406995493,19.933332443237305,41.67340935935998,18.851999282836914,42.08542473250484,19.874666213989258,109744800,256452000
2019-03-05,42.04709243774414,18.43600082397461,42.1596782345321,18.933332443237305,41.809942931822455,18.00666618347168,42.145306201775455,18.799999237060547,78949600,281470500
2019-03-06,41.80514907836914,18.416000366210938,42.03750665712777,18.767332077026367,41.66621335513186,18.292667388916016,41.8410791554369,18.43199920654297,83241600,155032500
2019-03-07,41.3212776184082,18.439332962036133,41.78599286166465,18.979999542236328,41.2062976954326,18.28333282470703,41.649451233325124,18.589332580566406,99185600,141637500
2019-03-08,41.41949462890625,18.94266700744629,41.45782249127964,19.03933334350586,40.602649880910676,18.392667770385742,40.79907743421472,18.46066665649414,95997600,132294000
2019-03-11,42.8543586730957,19.39466667175293,42.90705856992178,19.41866683959961,42.00398161688953,18.700000762939453,42.03751758258375,18.90133285522461,128044000,110884500
2019-03-12,43.335838317871094,18.890666961669922,43.75743378437187,19.204666137695312,42.96693908643046,18.737333297729492,43.11785274066941,19.099332809448242,129870400,112561500
2019-03-13,43.52748107910156,19.263999938964844,43.908354630123746,19.465999603271484,43.33823953641887,18.84666633605957,43.65683305024534,18.926666259765625,124130000,102670500
2019-03-14,44.0113525390625,19.33066749572754,44.099986172540426,19.69266700744629,43.73108691515278,19.21933364868164,44.05207451978656,19.496667861938477,94318000,106551000
2019-03-15,44.58385467529297,18.36199951171875,44.87370404614222,18.9146671295166,44.01374337983889,18.293333053588867,44.279636928085765,18.900667190551758,156171600,221782500
2019-03-18,45.03899383544922,17.965999603271484,45.127623807917495,18.536666870117188,44.50480891478156,17.81999969482422,44.50720669034818,18.399999618530273,104879200,154215000
2019-03-19,44.68207550048828,17.83133316040039,45.27135447137798,18.219999313354492,44.53595373184279,17.56399917602539,45.11804668584386,17.833332061767578,126585600,177009000
2019-03-20,45.072540283203125,18.239999771118164,45.39113382030039,18.33133316040039,44.25090354960564,17.753332138061523,44.61021907420678,17.979333877563477,124140800,103623000
2019-03-21,46.7325553894043,18.26799964904785,47.02959073965409,18.43000030517578,45.46776559986472,17.89666748046875,45.51807135911517,18.17333221435547,204136800,89206500
2019-03-22,45.76481246948242,17.635332107543945,47.35538206911971,18.18666648864746,45.70013466420761,17.600000381469727,46.79245306146932,18.172000885009766,169630800,131184000
2019-03-25,45.211463928222656,17.3613338470459,45.9875829138425,17.545333862304688,44.69884073019582,16.964000701904297,45.87499712059471,17.31399917602539,175381200,153225000
2019-03-26,44.74435043334961,17.851333618164062,46.20317383299277,18.017332077026367,44.21496108876492,17.6286678314209,45.91093032900251,17.62933349609375,199202000,110263500
2019-03-27,45.14678955078125,18.32200050354004,45.455799234199034,18.357999801635742,44.68686620643027,17.8786678314209,45.21386147671915,17.916667938232422,119393600,131688000
2019-03-28,45.20668411254883,18.57466697692871,45.4078999288751,18.68866729736328,44.92162654518001,18.34000015258789,45.26177813615439,18.477333068847656,83121600,101611500
2019-03-29,45.50130844116211,18.657333374023438,45.53245028041847,18.67733383178711,45.16355107046687,18.299999237060547,45.47256437732267,18.579999923706055,94256000,89869500
2019-04-01,45.810325622558594,19.278667449951172,45.91572175059921,19.280000686645508,45.12523068699291,18.75200080871582,45.906141613557615,18.841333389282227,111448000,121656000
2019-04-02,46.476253509521484,19.058666229248047,46.581653285633685,19.29599952697754,45.764808675909656,18.92533302307129,45.77438881230826,19.219999313354492,91062800,82183500
2019-04-03,46.79484939575195,19.45400047302246,47.07032310709396,19.744667053222656,46.26785048773917,19.14466667175293,46.29180631270182,19.154666900634766,93087200,118791000
2019-04-04,46.87629318237305,17.851999282836914,47.03918109506206,18.079999923706055,46.26545619949787,17.37266731262207,46.660701723928206,17.459333419799805,76457200,355810500
2019-04-05,47.190093994140625,18.33066749572754,47.21404981863245,18.406667709350586,46.93378056163148,17.74066734313965,47.058344269726845,17.99066734313965,74106400,195574500
2019-04-08,47.932674407958984,18.213333129882812,47.963812589541575,18.743999481201172,47.03198815923786,18.029333114624023,47.05115208528992,18.512666702270508,103526800,156156000
2019-04-09,47.7889518737793,18.15399932861328,48.591424457527545,18.333332061767578,47.724274073366516,17.974000930786133,47.985379395349405,18.110000610351562,143072800,88560000
2019-04-10,48.05723571777344,18.40399932861328,48.08598343518573,18.558666229248047,47.472748750708625,18.19266700744629,47.59252055034829,18.44933319091797,86781200,105919500
2019-04-11,47.657203674316406,17.89466667175293,48.14826883877584,18.03333282470703,47.535037740876426,17.706666946411133,48.11233875692457,17.886667251586914,83603200,147538500
2019-04-12,47.63802719116211,17.84666633605957,47.942248539529594,18.1299991607666,47.00084409166598,17.788667678833008,47.7170770055479,18.014667510986328,111042800,101190000
2019-04-15,47.72426986694336,17.7586669921875,47.87278938276906,17.92533302307129,47.432026385823875,17.242000579833984,47.568567990755454,17.908666610717773,70146400,150579000
2019-04-16,47.72907257080078,18.224000930786133,48.23690394243434,18.333332061767578,47.56378686640977,17.648000717163086,47.77937834588998,17.71666717529297,102785600,109093500
2019-04-17,48.65850830078125,18.082000732421875,48.71839422005848,18.319332122802734,47.57576985680794,17.902666091918945,47.79854372204894,18.316667556762695,115627200,76897500
2019-04-18,48.8333740234375,18.21733283996582,48.90284008133807,18.32266616821289,48.51238637425505,17.983333587646484,48.65611038702582,18.082000732421875,96783200,88144500
2019-04-22,48.993865966796875,17.516666412353516,49.0920797475976,17.978666305541992,48.469264750732734,17.498666763305664,48.58664246352967,17.933332443237305,77758000,182206500
2019-04-23,49.70051574707031,17.593332290649414,49.76519355636063,17.706666946411133,48.84294903681971,17.049999237060547,48.96990687959393,17.343332290649414,93292000,164158500
2019-04-24,49.623863220214844,17.243999481201172,49.94005893632176,17.687999725341797,49.597513272610435,17.200000762939453,49.67177121900122,17.59000015258789,70162400,160912500
2019-04-25,49.17350769042969,16.5086669921875,49.76757476810678,17.266666412353516,49.135179838929204,16.404666900634766,49.544800984657286,17.0,74172800,327741000
2019-04-26,48.93876647949219,15.675999641418457,49.10644629679352,16.44533348083496,48.41655944258701,15.408666610717773,49.08249047068796,16.433332443237305,74596400,335410500
2019-04-29,49.01303482055664,16.097999572753906,49.33881438691361,16.26533317565918,48.83337705209096,15.477999687194824,48.962729037121726,15.723999977111816,88818800,250717500
2019-04-30,48.0692253112793,15.912667274475098,48.72317847280483,16.28066635131836,47.69553779040756,15.800000190734863,48.64173450649097,16.137332916259766,186139600,141969000
2019-05-01,50.42872619628906,15.600666999816895,51.57613857993993,16.0,50.11971286557231,15.433333396911621,50.27541841873172,15.923333168029785,259309200,160566000
2019-05-02,50.10053634643555,16.273332595825195,50.93893884382846,16.475332260131836,49.856204536042455,15.847999572753906,50.265821995030464,16.368000030517578,127985200,272389500
2019-05-03,50.72336959838867,17.00200080871582,50.744927650380774,17.107332229614258,50.35926221466652,16.232667922973633,50.517361906234235,16.257333755493164,83569600,355602000
2019-05-06,49.9400634765625,17.022666931152344,50.02629934427642,17.22333335876465,48.74713701914192,16.566667556762695,48.93637491085356,16.667999267578125,129772400,162508500
2019-05-07,48.59382247924805,16.470666885375977,49.6861408820944,17.1473331451416,48.107549187236586,16.34000015258789,49.3172452883824,17.1200008392334,155054800,151971000
2019-05-08,48.6033935546875,16.32266616821289,49.187880506395196,16.706666946411133,48.32791988481231,16.280000686645508,48.36384996170206,16.46266746520996,105358000,92646000
2019-05-09,48.081199645996094,16.131999969482422,48.311159493192925,16.245332717895508,47.108653053779015,15.795999526977539,48.004543926833236,16.133333206176758,139634400,100671000
2019-05-10,47.41510772705078,15.968000411987305,47.81668937591435,16.132667541503906,46.35465492765193,15.73466682434082,47.47282091670573,15.983332633972168,164834800,105124500
2019-05-13,44.65937042236328,15.133999824523926,45.5635217596621,15.498000144958496,43.96923379622501,14.966667175292969,45.13789934696811,15.46733283996582,229722400,162522000
2019-05-14,45.36634063720703,15.487333297729492,45.61642379613462,15.633333206176758,44.58482572037819,15.199999809265137,44.82529184863322,15.286666870117188,146118800,108786000
2019-05-15,45.909786224365234,15.463333129882812,46.109373522683946,15.496000289916992,44.731503831500206,15.016667366027832,44.79162035499784,15.288000106811523,106178800,109440000
2019-05-16,45.70779800415039,15.222000122070312,46.282511852423546,15.399999618530273,45.40961871090756,15.100000381469727,45.66691920631592,15.299332618713379,132125600,112249500
2019-05-17,45.44809341430664,14.0686674118042,45.9049775417883,14.815999984741211,44.9094480232914,13.928000450134277,44.950326820447415,14.797332763671875,131516400,266800500
2019-05-20,44.026939392089844,13.690667152404785,44.329929040318554,13.733332633972168,43.35123020710624,13.016667366027832,44.13034172783792,13.520000457763672,154449200,307893000
2019-05-21,44.87097930908203,13.67199993133545,45.20763040826336,13.826666831970215,44.414091481082465,13.06933307647705,44.53913489044487,13.184000015258789,113459200,270058500
2019-05-22,43.95238494873047,12.84866714477539,44.656952393216386,13.595999717712402,43.897078783828,12.785332679748535,44.4044623032918,13.273332595825195,118994400,280278000
2019-05-23,43.20214080810547,13.03266716003418,43.41374848300139,13.29800033569336,42.7572770512826,12.414667129516602,43.23580591564947,12.956000328063965,146118800,398206500
2019-05-24,43.036216735839844,12.708666801452637,43.79849380641274,13.331999778747559,42.95205213603526,12.583333015441895,43.33198900132276,13.321999549865723,94858800,212049000
2019-05-28,42.8582763671875,12.579999923706055,43.42577656810654,13.0,42.78132911529811,12.523332595825195,43.02419858026453,12.74666690826416,111792800,154693500
2019-05-29,42.65387725830078,12.657333374023438,43.12759576068828,12.826000213623047,42.32203287185921,12.336000442504883,42.42302819181503,12.473333358764648,113924800,179529000
2019-05-30,42.87511444091797,12.54800033569336,43.098746194820755,12.817333221435547,42.4831534499271,12.468000411987305,42.790949822373925,12.583333015441895,84873600,118897500
2019-05-31,42.09840393066406,12.343999862670898,42.800564536423366,12.661333084106445,42.07916620142415,12.273332595825195,42.37734183158862,12.34000015258789,108174400,156100500
2019-06-03,41.67277526855469,11.9313325881958,42.78372746053402,12.445332527160645,40.94416328950052,11.799332618713379,42.22584802449842,12.36733341217041,161584400,195966000
2019-06-04,43.19733428955078,12.90666675567627,43.24302344010268,12.932000160217285,41.96614891107454,11.973999977111816,42.187377304443125,12.073332786560059,123872000,207112500
2019-06-05,43.894676208496094,13.105999946594238,44.48382103423259,13.41866683959961,43.55802516740766,12.789999961853027,44.31308850460986,13.245332717895508,119093600,202662000
2019-06-06,44.539127349853516,13.729999542236328,44.59924386947385,14.066666603088379,43.80089472768961,13.453332901000977,44.02453008867227,13.629332542419434,90105200,303633000
2019-06-07,45.72462463378906,13.633333206176758,46.15025063198151,14.055999755859375,44.67138567566746,13.566666603088379,44.84932823041656,13.666666984558105,122737600,240052500
2019-06-10,46.308963775634766,14.192000389099121,46.97986260621601,14.462667465209961,46.07811469621767,13.934000015258789,46.12380384406638,14.016667366027832,104883600,158775000
2019-06-11,46.8452033996582,14.473333358764648,47.13135866433859,14.726667404174805,46.554241454504776,14.233332633972168,46.85722743928427,14.609333038330078,107731600,174802500
2019-06-12,46.69611740112305,13.950667381286621,47.12414681008803,14.892000198364258,46.50374376727745,13.933333396911621,46.63840421020281,14.863332748413086,73012800,227962500
2019-06-13,46.686492919921875,14.260666847229004,47.32132329173808,14.326666831970215,46.55423949726058,13.833999633789062,46.818750011804745,14.025333404541016,86698400,122524500
2019-06-14,46.347442626953125,14.32800006866455,46.55183663331729,14.44333267211914,45.760704690148856,14.026666641235352,46.06128734882138,14.083333015441895,75046000,111501000
2019-06-17,46.62397766113281,15.001999855041504,46.88127818069889,15.133333206176758,46.210375625217466,14.284667015075684,46.38591487221651,14.36533260345459,58676400,184752000
2019-06-18,47.72049331665039,14.982666969299316,48.16295002763674,15.649333000183105,46.94138555800512,14.837332725524902,47.14337618660047,15.248000144958496,106204000,190737000
2019-06-19,47.58102798461914,15.095333099365234,48.06436721374744,15.184666633605957,47.44636755017082,14.737333297729492,48.016271056397336,15.007332801818848,84496800,98626500
2019-06-20,47.96337127685547,14.641332626342773,48.23990583198723,15.126667022705078,47.61950283613574,14.423333168029785,48.18219264543537,14.866666793823242,86056000,177952500
2019-06-21,47.79985046386719,14.790666580200195,48.297617045839175,14.812000274658203,47.64835564861981,14.366666793823242,47.80466081318877,14.414667129516602,191202400,123031500
2019-06-24,47.751766204833984,14.909333229064941,48.131703143821035,15.057332992553711,47.65317420747451,14.73466682434082,47.74214550453341,14.88266658782959,72881600,86262000
2019-06-25,47.027957916259766,14.650667190551758,47.915274761567105,15.022666931152344,46.960624031175655,14.63266658782959,47.715687454109734,14.959333419799805,84281200,92731500
2019-06-26,48.045135498046875,14.618000030517578,48.33129079167597,15.148667335510254,47.455994188986914,14.539999961853027,47.55698952746387,14.687333106994629,104270000,127608000
2019-06-27,48.03070068359375,14.855999946594238,48.47075409192723,14.859999656677246,47.989821886433354,14.489999771118164,48.16295410472733,14.630000114440918,83598800,95095500
2019-06-28,47.59304428100586,14.897333145141602,47.97298111308519,15.011333465576172,47.38383997361081,14.720000267028809,47.775797173850414,14.732666969299316,124442400,102771000
2019-07-01,48.465938568115234,15.14466667175293,49.17290942178827,15.539999961853027,48.24951689721592,15.085332870483398,48.8554924388244,15.347332954406738,109012000,123201000
2019-07-02,48.749691009521484,14.970000267028809,48.84587965023338,15.276666641235352,48.420253629484236,14.814666748046875,48.43227766822591,15.259332656860352,67740800,138885000
2019-07-03,49.1536750793457,15.65999984741211,49.160888768616864,16.10466766357422,48.74007310476587,15.633999824523926,48.88194721939393,15.959333419799805,45448000,213016500
2019-07-05,49.11039352416992,15.539999961853027,49.3147911891304,15.696666717529297,48.79057315166156,15.386667251586914,48.898785838535765,15.637999534606934,69062000,105985500
2019-07-08,48.0980339050293,15.355999946594238,48.42987465249001,15.483332633972168,47.710883308640334,15.244000434875488,48.288000523615125,15.416000366210938,101354400,88207500
2019-07-09,48.39139938354492,15.337332725524902,48.45632258883776,15.399999618530273,47.807064851358824,15.152000427246094,47.9008464837811,15.264666557312012,82312000,92862000
2019-07-10,48.86992645263672,15.928000450134277,48.990159507500714,15.929332733154297,48.468348489697576,15.542667388916016,48.538085716282815,15.609999656677246,71588400,137185500
2019-07-11,48.5140380859375,15.90666675567627,49.148868474716956,16.100000381469727,48.504421055917035,15.720000267028809,48.88916463350422,15.87600040435791,80767200,112716000
2019-07-12,48.88676452636719,16.338666915893555,49.05509008201993,16.358667373657227,48.622250318040074,15.980667114257812,48.68236685000333,15.983332633972168,70380800,138007500
2019-07-15,49.34605026245117,16.899999618530273,49.50475510070153,16.961332321166992,49.05508466541941,16.323999404907227,49.07672573392334,16.53333282470703,67789600,165001500
2019-07-16,49.1753044128418,16.825332641601562,49.56245487797089,16.902000427246094,48.934838376593184,16.528667449951172,49.19694547549125,16.6200008392334,67467200,122235000
2019-07-17,48.898773193359375,16.99066734313965,49.317181775978504,17.220666885375977,48.87953546887263,16.889999389648438,49.0670986960924,17.044666290283203,56430000,146470500
2019-07-18,49.454261779785156,16.902666091918945,49.50716461828943,17.049999237060547,48.982946582898464,16.792667388916016,49.05508715078808,17.003332138061523,74162400,71379000
2019-07-19,48.716026306152344,17.211999893188477,49.65624963752938,17.33066749572754,48.660720130548256,16.974666595458984,49.4855170921148,17.04599952697754,83717200,105726000
2019-07-22,49.82938766479492,17.045333862304688,49.83179100497788,17.476667404174805,48.961304859932056,16.945999145507812,48.97092188988554,17.25,89111600,102636000
2019-07-23,50.21894073486328,17.344667434692383,50.23577512352253,17.365333557128906,49.84621753643369,16.96666717529297,50.12756610958403,17.11400032043457,73420800,75346500
2019-07-24,50.17806625366211,17.658666610717773,50.29348896717759,17.738000869750977,49.81736706335707,17.21066665649414,49.93760012679208,17.277999877929688,59966400,166092000
2019-07-25,49.78131103515625,15.254667282104492,50.31514626356635,15.633333206176758,49.71157378619644,15.036666870117188,50.23098163046943,15.566666603088379,55638400,336274500
2019-07-26,49.95442581176758,15.202667236328125,50.43295097254841,15.350666999816895,49.81014469309944,14.816666603088379,49.89190228137479,15.128000259399414,70475600,150415500
2019-07-29,50.420921325683594,15.718000411987305,50.65177035602895,15.72933292388916,50.12274576179605,15.0686674118042,50.127556110342226,15.13933277130127,86693600,139099500
2019-07-30,50.20451354980469,16.150667190551758,50.53635795177346,16.224000930786133,49.8510280788088,15.478667259216309,50.199703200280354,15.526666641235352,135742800,121635000
2019-07-31,51.22890090942383,16.107332229614258,53.231984141806734,16.44533348083496,50.81049220631971,15.776666641235352,52.04167757423722,16.200000762939453,277125600,137673000
2019-08-01,50.1203498840332,15.59000015258789,52.428826023287826,16.30066680908203,49.713965237539156,15.451333045959473,51.43569980814029,16.176666259765625,216071600,123892500
2019-08-02,49.059898376464844,15.62266731262207,49.63941893170146,15.751333236694336,48.485184501744115,15.281999588012695,49.4230008933899,15.423333168029785,163448400,92047500
2019-08-05,46.4917106628418,15.221332550048828,47.76858495057631,15.424667358398438,46.30895776439126,15.052000045776367,47.6098801276261,15.30666732788086,209572000,105424500
2019-08-06,47.371822357177734,15.383333206176758,47.629122848973516,15.5,46.66004107684591,15.050000190734863,47.205900158800496,15.458666801452637,143299200,83463000
2019-08-07,47.862369537353516,15.561332702636719,47.987412933098355,15.571332931518555,46.607139907548586,15.053333282470703,46.989480114814164,15.100000381469727,133457600,71647500
2019-08-08,48.91802215576172,15.886667251586914,48.94207023600368,15.986666679382324,47.9465406230698,15.510000228881836,48.14131759767527,15.630000114440918,108038000,79114500
2019-08-09,48.51491928100586,15.667332649230957,48.94215880426404,15.93066692352295,48.104570742537604,15.587332725524902,48.589746417288495,15.736666679382324,98478800,58473000
2019-08-12,48.391815185546875,15.267333030700684,48.77078319179525,15.718000411987305,48.07077964995006,15.25,48.1842284363325,15.53266716003418,89927600,69958500
2019-08-13,50.44112777709961,15.666666984558105,51.20630115968512,15.733332633972168,48.39181232795686,15.170000076293945,48.52215945843499,15.253999710083008,188874000,72721500
2019-08-14,48.93975067138672,14.641332626342773,49.830442653923,15.433333396911621,48.90112902240945,14.446000099182129,49.03871726570479,15.413999557495117,146189600,143439000
2019-08-15,48.69595718383789,14.37600040435791,49.5166469464052,14.77066707611084,48.196299281162744,14.103333473205566,49.11113069191211,14.723999977111816,108909600,122394000
2019-08-16,49.84491729736328,14.662667274475098,50.00422881287805,14.815999984741211,49.20284629228568,14.40133285522461,49.30905396929552,14.444000244140625,110481600,76477500
2019-08-19,50.77422332763672,15.121999740600586,51.34870453125578,15.188667297363281,50.69698005273818,14.779999732971191,50.83939319727503,14.947333335876465,97654400,79644000
2019-08-20,50.77663803100586,15.057332992553711,51.49836471952366,15.272666931152344,50.766984462800195,14.969332695007324,50.90215651665292,15.174667358398438,107537200,61878000
2019-08-21,51.32699203491211,14.722000122070312,51.570784266648715,14.881333351135254,51.075958705026295,14.506667137145996,51.411476424203315,14.800666809082031,86141600,116914500
2019-08-22,51.283546447753906,14.8100004196167,51.76147735075136,15.026666641235352,50.8707854293723,14.54800033569336,51.45975264476458,14.853333473205566,89014800,98385000
2019-08-23,48.9131965637207,14.09333324432373,51.18458108887087,14.744667053222656,48.51733388729023,14.066666603088379,50.55216358539117,14.664667129516602,187272000,128079000
2019-08-26,49.842498779296875,14.333333015441895,50.01146384351364,14.334667205810547,49.49732387088919,14.102666854858398,49.690428379920704,14.239999771118164,104174400,75778500
2019-08-27,49.280086517333984,14.272000312805176,50.33974338377373,14.58666706085205,49.128016108956025,14.135333061218262,50.17319078091452,14.38266658782959,103493200,81243000
2019-08-28,49.610782623291016,14.37266731262207,49.65664536777837,14.483332633972168,49.07733540717467,14.154000282287598,49.26561132852902,14.246000289916992,63755200,48382500
2019-08-29,50.45077896118164,14.780667304992676,50.52560977566885,14.893333435058594,49.883538772750256,14.533332824707031,50.327676617695595,14.600000381469727,83962000,77692500
2019-08-30,50.3856086730957,15.040666580200195,50.798365969361676,15.496000289916992,50.013881807829335,14.947333335876465,50.72836746477032,15.276666641235352,84573600,139809000
2019-09-03,49.65182113647461,15.000666618347168,49.96078696723515,15.263333320617676,49.294580085250836,14.87733268737793,49.82802734858885,14.938667297363281,80092000,80311500
2019-09-04,50.49422073364258,14.711999893188477,50.56421922702357,15.230667114257812,50.04284186698499,14.61400032043457,50.30111623432808,15.12600040435791,76752400,86415000
2019-09-05,51.48147964477539,15.305333137512207,51.64803228377301,15.319999694824219,51.05423639906365,14.723333358764648,51.172513818261585,14.833333015441895,95654800,110929500
2019-09-06,51.47664260864258,15.16333293914795,51.75664399416829,15.309332847595215,51.29560780159514,15.011333465576172,51.66733466797025,15.146666526794434,77449200,62841000
2019-09-09,51.6963005065918,15.452667236328125,52.24423356922281,15.583999633789062,50.9480254930661,15.281999588012695,51.85802449677151,15.333333015441895,109237600,72040500
2019-09-10,52.30699157714844,15.702667236328125,52.32630239930841,15.702667236328125,51.10250897061731,15.262666702270508,51.621473964701686,15.386667251586914,127111600,73255500
2019-09-11,53.97010040283203,16.47333335876465,53.999068478984455,16.544666290283203,52.55561484229116,15.733332633972168,52.637686761033,15.825332641601562,177158400,150642000
